number,StreetName,City,County,LOC_PAGE,LOC_LONG,LOC_LAT,APN,TOMBROBOX
3900,UIMBY ROAD,,SANTA CLARA,,,PG 63A B-3,659-026-004,
12155,EDGECLIFF PLACE,Los Altos Hills,SAN MATEO,,,,000-000-000,
,,San Mateo,,,,,,
,,Redwood City,,,,,,
,,Stanford,,,,,,
19011,RALEIGH PLACE,Saratoga,SANTA CLARA,,,PG 65 C-3,000-000-000,
715,UPLAND ROAD,Redwood City,San Mateo,,,PG 36 D-3,000-000-000,
19555,REDBERRY DRIVE,Los Gatos,SANTA CLARA,,,PG 70 B-3,000-000-000,
,REDWOOD ESTATES,,SANTA CLARA,,,,000-000-000,
,,Los Gatos,,,,,,
,,San Jose,,,,,,
,,Cupertino,,,,,,
6659,MOUNT HOLLY DRIVE,San Jose,SANTA CLARA,,,PG 72 D-5,000-000-000,
,,San Jose,,,,,,
,,Woodside,,,,,,
,,Menlo Park,,,,,,
,,Woodside,,,,,,
12832,STAR RIDGE COURT,Saratoga,SANTA CLARA,,,PG 64 E-3,000-000-000,
,,San Jose,,,,,,
17495,OLD SUMMIT ROAD,,Santa Cruz,,,,000-000-000,
,,Hillsborough,,,,,,
,,Saratoga,,,,,,
,,Woodside,,,,,,
,,San Jose,,,,,,
,,Los Gatos,,,,,,
,,Los Gatos,,,,,,
178,Jackson,Los Gatos,Santa Clara,,,,,
,,Modesto,,,,,,
,,San Jose,,,,,,
,,San Jose,,,,,,
,,San Jose,,,,,,
163,Ramona Road,,San Mateo,,,,,
,,Los Gatos,,,,,,
,,Campbell,,,,,,
,,Oakland,,,,,,
,,Foster City,,,,,,
,,San Jose,,,,,,
,,San Carlos,,,,,,
,,Los Trancos Woods,,,,,,
701,Madera Drive,San Mateo,San Mateo,,,,,
,,Boulder Creek,,,,,,
,,Mountain View,,,,,,
21231,SULLIVAN WAY,Saratoga,,,,,000-000-000,
21231,SULLIVAN WAY,Saratoga,,,,,000-000-000,
,,Atherton,,,,,,
,,San Jose,,,,,,
1174,LINCOLN AVENUE,San Jose,SANTA CLARA,,,,000-000-000,
10821,Ridgeview Drive,,Santa Clara,,,,,
,,San Mateo,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
23555,MOUNT EDEN ROAD,Saratoga,SANTA CLARA,,,"Pg. 64, C-",000-000-000,
,,,,,,,,
60,WHY WORRY LANE,Woodside,SAN MATEO,,,"Pg. 42, C-",000-000-000,
15681,LOMA LANE,Los Gatos,SANTA CLARA,,,"Pg. 70, B-",000-000-000,
1230,SOMMERSET DRIVE,San Jose,SANTA CLARA,,,"pg. 49, E-",000-000-000,
,,,,,,,,
,,,,,,,,
,SKYLINE BOULEVARD,,SAN MATEO,,,"Pg. 21, B-",000-000-000,
,,Woodside,San Mateo,,,,,
19866,CHARTERS AVENUE,Saratoga,SANTA CLARA,,,"Pg. 65, A-",000-000-000,
2415,GOLF LINKS CIRCLE,Santa Clara,SANTA CLARA,,,,000-000-000,
,,,,,,,,
409,SYCAMORE,San Carlos,SAN MATEO,,,"Pg. 3, C-5",000-000-000,
,,Pescadero,San Mateo,,,,,
5962,VISTA LOOP,San Jose,SANTA CLARA,,,"Pg. 71, F-",000-000-000,
115,LAKE ROAD,Portola Valley,SAN MATEO,,,"Pg. 51, C-",000-000-000,
,,,,,,,,
124,JANE DRIVE,Woodside,SAN MATEO,,,"Pg. 42, D-",000-000-000,
119,LOS PATIOS,Los Gatos,,,,,000-000-000,
21,OAKHAVEN WAY,Woodside,,,,,000-000-000,
1,TERRACE WAY,FELTON,,,,,000-000-000,
,TRINIDAD DRIVE,San Jose,,,,,000-000-000,
,,,,,,,,
1346,RIMROCK DRIVE,San Jose,,,,,000-000-000,
1346,RIMROCK DRIVE,San Jose,,,,,000-000-000,
27855,BLACK MOUNTAIN ROAD,Los Altos Hills,SAN MATEO,,,"Pg. 51, A-",000-000-000,
228,ELEANOR DRIVE,Woodside,,,,,000-000-000,
228,ELEANOR DRIVE,Woodside,,,,,000-000-000,
177,MOSSWOOD COURT,Santa Cruz,,,,,000-000-000,
13889,UPPER HILL COURT,Saratoga,,,,,000-000-000,
13889,UPPER HILL COURT,Saratoga,,,,,000-000-000,
13889,UPPER HILL COURT,Saratoga,,,,,000-000-000,
13889,UPPER HILL COURT,Saratoga,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
25,ROAN PLACE,Woodside,SAN MATEO,,,"Pg. 42, A-",000-000-000,
,,,,,,,,
,,,,,,,,
251,DURAZNO WAY,,SAN MATEO,,,"Pg. 43, C-",000-000-000,
251,DURAZNO WAY,,SAN MATEO,,,,000-000-000,
,,,,,,,,
20555 B,SKYLINE BOULEVARD,,SAN MATEO,,,,000-000-000,
20770,SKYLINE BOULEVARD,,SAN MATEO,,,,000-000-000,
,,,,,,,,
17050,MONTE BELLO ROAD,Cupertino,SANTA CLARA,,,,000-000-000,
4025,HASTINGS PARK COURT,San Jose,,,,,000-000-000,
21118,SARAHILLS DRIVE,Saratoga,,,,,000-000-000,
,,,,,,,,
2163,LA MIEL WAY,Campbell,,,,,000-000-000,
19584,VIA GRANDE DRIVE,Saratoga,,,,,000-000-000,
22325,REGNART ROAD,Cupertino,,,,,000-000-000,
165,RAVINE DRIVE,Woodside,,,,,000-000-000,
22770,MERCEDES ROAD,Cupertino,,,,,000-000-000,
22770,MERCEDES ROAD,Cupertino,,,,,000-000-000,
1991,NOBILI AVENUE,Santa Clara,,,,,000-000-000,
19221,MOUNTAIN WAY,,SANTA CLARA,,,,000-000-000,
2331,ROOSEVELT AVENUE,Redwood City,,,,,000-000-000,
491,FLETCHER DRIVE,Atherton,,,,,000-000-000,
26335,ESPERANZA DRIVE,Los Altos Hills,,,,,000-000-000,
26335,Esperanza Dr,Los Altos Hills,,,,,,
16001,STEPHENIE LANE,Los Gatos,,,,,000-000-000,
,,,,,,,,
20911,LOCUST DRIVE,Los Gatos,,,,,000-000-000,
20911,LOCUST DRIVE,Los Gatos,SANTA CLARA,,,,000-000-000,
1413,CASABLANCA CIRCLE,Gilroy,,,,,000-000-000,
,SANTA TERESA BOULEVARD,San Jose,,,,,708-021-004,
45,Adair Lane,Portola Valley,San Mateo,,,,000-000-000,
45,ADAIR LANE,Portola Valley,,,,,000-000-000,
2080,SILENCE DRIVE,San Jose,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13375,CLAYTON ROAD,San Jose,,,,,000-000-000,
13375,CLAYTON ROAD,San Jose,SANTA CLARA,,,,000-000-000,
Jarvis,Road,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1361,EL SOLYO AVENUE,Campbell,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
800,IRONWOOD DRIVE,San Jose,,,,,000-000-000,
800,IRONWOOD DRIVE,San Jose,,,,,000-000-000,
800,IRONWOOD DRIVE,San Jose,,,,,000-000-000,
800,IRONWOOD DRIVE,San Jose,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
435,GOLDEN OAK DRIVE,Portola Valley,,,,,000-000-000,
405,MINOCA ROAD,Portola Valley,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
26170,FREMONT ROAD,Los Altos Hills,,,,,000-000-000,
26170,FREMONT ROAD,Los Altos Hills,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
4460,FREEDOM BOULEVARD,Aptos,,,,,000-000-000,
4460,FREEDOM BOULEVARD,Aptos,,,,,000-000-000,
4460,FREEDOM BOULEVARD,Aptos,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,Santa Clara,,,,,
,,,,,,,,
24168,Congress Springs Road,,Santa Clara,,,,000-000-000,
24168,Congress Springs Road,,Santa Clara,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13730,Pierce Road,Saratoga,Santa Clara,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1231,Carlton Avenue,Menlo Park,,,,,000-000-000,
430,Lincoln Avenue,Redwood City,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Portola Valley,San Mateo,,,,,
430,Mimoca Road,Portola Valley,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Scenic Drive,,San Mateo,,,,000-000-000,
,Scenic Drive,,San Mateo,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Cupertino,,,,,,
1171,Lynhurst Way,San Jose,Santa Clara,67,B,5,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
15671,Glen Una Drive,Saratoga,,,,,000-000-000,
15671,Glen Una Drive,Saratoga,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
11715,Skyline Boulevard,Los Gatos,,,,,000-000-000,
,,,,,,,,
,,,,,,,,
,,,,,,,,
27,Preston Road,Woodside,,,,,,
,,,,,,,,
2182,Shadow Ridge Way,Silver Creek,,,,,,
,,,,,,,,
1411,Avondale Road,Hillsborough,,,,,000-000-000,
1411,Avondale Road,Hillsborough,,,,,000-000-000,
127,Smith Creek,Los Gatos,,,,,,
6456,Standridge Court,San Jose,Santa Clara,,,,,
16500,Matilija Drive,Unincorporated,Santa Clara,,,,,
,,,,,,,,
2947/2941,Sherwood Drive,San Carlos,San Mateo,,,,,
22631,Mt. Eden Road,Saratoga,Santa Clara,,,,,
,,,,,,,,
395,Preston Road,Woodside,,,,,,
359,Preston Road,Woodside,,,,,000-000-000,
359,Preston Road,Woodside,,,,,000-000-000,
359,Preston Road,Woodside,,,,,000-000-000,
359,Preston Road,Woodside,,,,,000-000-000,
359,Preston Road,Woodside,,,,,,
3861,Ballantree Lane,Unincorporated,Monterey,,,,,
21813,Terrace Drive,Cupertino,Santa Clara,,,,,
1735,Willow Creek Drive,San Jose,Santa Clara,,,,,
,,,,,,,,
5474,Blackhawk Drive,Danville,,,,,,
1090,Bear Gulch Road,Unincorporated,San Mateo,,,,,
1090,Bear Gulch Road,Portola Valley,Santa Clara,,,,,
16451,Wood Acres Road,Los Gatos,Santa Clara,,,,000-000-000,
23995,Schultheis Road,Unincorporated,Santa Cruz,,,,,
17845,Elain Court,Morgan Hill,Santa Clara,,,,,
9755,La Honda Road,Unincorporated,San Mateo,,,,,
100,South Palomar Drive,Unincorporated,San Mateo,,,,,
21453,Arrowhead Lane,Saratoga,Santa Clara,,,,,
21453,Arrowhead Lane,Unincorporated,Santa Clara,,,,,
596,Military Way,Palo Alto,,,,,,
355,Wayside Road,Portola Valley,,,,,,
726,Jacaranda Circle,Hillsborough,,,,,000-000-000,
16160,Alum Rock Avenue,San Jose,Santa Clara,,,,,
,,,,,,,,
17755,Navaho Trail,Unincorporated,Santa Clara,,,,,
3540,Ambra Way,San Jose,Santa Clara,,,,,
1158,Chilanian Lane,San Jose,Santa Clara,,,,,
2205,Diana Road,Morgan Hill,,,,,,
,,,,,,,,
"Lots 2, 3,",Cinnabar Hills Road,Unincorporated,Santa Clara,,,,,
358,Alamas Road,Portola Valley,,,,,,
242,Kelton Avenue,San Carlos,,,,,,
"Parcels 1,",Cabrillo Highway,Unincorporated,San Mateo,,,,,
16400,Soda Springs Road,Unincorporated,Santa Clara,,,,,
,,,,,,,,
,,,,,,,,
1206,Johnson Street,Redwood City,,,,,,
Lot 56,Camelot Court,San Carlos,,,,,,
7571,Sunset Way,Aptos,,,,,,
,,,,,,,,
735,West Seacliff Drive,Aptos,,,,,000-000-000,
735,West Seacliff Drive,Aptos,,,,,000-000-000,
261,Duranzo Way,Portola Valley,,,,,000-000-000,
20561,Montalvo Lane,Saratoga,Santa Clara,,,,,
,,,,,,,,
644,Mohican Drive,Saratoga,Santa Clara,,,,,
14831,Pierce Road,Unincorporated,Santa Clara,,,,,
1655,Alameda De Las Pulgas,San Carlos,,,,,,
2265,Summit Drive,Hillsborough,,,,,000-000-000,
2265,Summit Drive,Hillsborough,,,,,000-000-000,
19361,Mountain Way,Los Gatos,,,,,,
5360,La Honda Road,,San Mateo,,,,000-000-000,
5360,LA HONDA ROAD,,SAN MATEO,,,,000-000-000,
5360,LA HONDA ROAD,,SAN MATEO,,,,000-000-000,
304,Santi Rita Avenue,Menlo Park,,,,,,
17017,Bolman Road,Unincorporated,Santa Clara,,,,,
540,El Pintado,Danville,,,,,,
24696,Olive Tree court,Los Altos Hills,,,,,000-000-000,
2972,Howell Avenue,Santa Clara,,,,,000-000-000,
21356,Diamond Oaks,Saratoga,,,,,000-000-000,
1761,Lorenzen Drive,San Jose,,,,,000-000-000,
16376-1638,FOOTHILL BOULEVARD,San Leandro,,,,,000-000-000,
15990,Stephanie Lane,Los Gatos,,,,,000-000-000,
,Chesbro Lake Drive,Morgan Hill,,,,,000-000-000,
11559,Hillpark Lane,Los Altos Hills,,,,,000-000-000,
11559,Hillpark Lane,Los Altos Hills,,,,,000-000-000,
1344,Tiffany Canyon Court,San Jose,,,,,000-000-000,
1344,Tiffany Canyon Court,San Jose,,,,,000-000-000,
10089,Cinnabar Hills Road,,SANTA CLARA,,,,000-000-000,
3528,Appleton Drive,San Jose,,,,,000-000-000,
14174,Liddicoat Drive,Los Altos Hills,,,,,000-000-000,
,UNIVERSITY OF CA,San Francisco,,,,,000-000-000,
204,Forrester Road,Los Gatos,,,,,,
,Cinnabar Hills Road,Unincorporated,Santa Clara,,,,,
1108,Somerset Drive,San Jose,,,,,000-000-000,
795,Gailen Avenue,Palo Alto,,,,,000-000-000,
1341,Cerro Verde,San Jose,,,,,000-000-000,
235,Ocean View,Santa Cruz,,,,,000-000-000,
10320,South Tantou Avenue,Cupertino,Santa Clara,,,,,
610,Mission Street,Santa Clara,,,,,000-000-000,
3550,Stevens Creek Boulevard,San Jose,Santa Clara,,,,,
,Arrowhead Lane,Saratoga,,,,,000-000-000,
22434,St. Andrews Avenue,Cupertino,,,,,000-000-000,
210,Scenic Drive,Unincorporated,San Mateo,,,,000-000-000,
6328,Monte Cresta Avenue,Richmond,,,,,000-000-000,
720,Hilmar Street,Santa Clara,,,,,000-000-000,
,Bowman's Wash,Unincorporated,San Bernadino,,,,,
525,Vista Drive,San Carlos,,,,,000-000-000,
3520,Ramstad Drive,San Jose,,,,,000-000-000,
2085,Portola Road,Woodside,,,,,000-000-000,
370,Summit Avenue,San Rafael,,,,,000-000-000,
165,Sausal Drive,Portola Valley,,,,,000-000-000,
6013,Chesbro Avenue,San Jose,,,,,000-000-000,
435,Golden Oak Drive,Portola Valley,,,,,000-000-000,
44,Coronado Avenue,San Carlos,,,,,000-000-000,
13145,NEW AVENUE,San Martin,,,,,000-000-000,
,Great Mall Drive,Milpitas,,,,,,
132,Otis Avenue,Woodside,,,,,,
20421,Skyline Boulevard,,San Mateo,,,,000-000-000,
200,Forrester Road,Los Gatos,,,,,000-000-000,
2947,Sherwood Drive,San Carlos,,,,,000-000-000,
650,Monte Carlo Drive,Hollister,,,,,000-000-000,
165,TIPTOE LANE,,SAN MATEO,,,,000-000-000,
Tank B & C,BONITA ROAD,,SAN MATEO,,,,000-000-000,
Tank E & F,VISTA VERDE WAY,,SAN MATEO,,,,000-000-000,
Tank B & C,BONITA ROAD,,SAN MATEO,,,,000-000-000,
Tank D,OLD SPANISH TRAIL,,SAN MATEO,,,,000-000-000,
2941,Sherwood Drive,San Carlos,San Mateo,,,,000-000-000,
2941,Sherwood Drive,San Carlos,,,,,,
552,ESPLANADE AVENUE,Pacifica,,,,,000-000-000,
,,,,,,,,
11837,CLEAR CREEK ROAD,,Santa Cruz,,,,000-000-000,
116,SUNNYDALE AVENUE,San Carlos,,,,,000-000-000,
202,CALVERT STREET,Cupertino,,,,,000-000-000,
1431,Carmel Drive,San Jose,,,,,000-000-000,
756,Jefferson Street,Santa Clara,,,,,000-000-000,
756,JEFFERSON STREET,Santa Clara,,,,,000-000-000,
10,Leroy Way,Portola Valley,,,,,000-000-000,
535,Hazel Dell Road,,Santa Cruz,,,,000-000-000,
535,HAZEL DELL ROAD,,Santa Cruz,,,,000-000-000,
535,HAZEL DELL ROAD,,Santa Cruz,,,,000-000-000,
11375,Sacramento Street,San Francisco,,,,,000-000-000,
20,Searsville Court,Hillsborough,,,,,000-000-000,
2885,Woodside Road,Woodside,,,,,,
234,Scenic Drive,Unincorporated,San Mateo,,,,,
346,WALSH ROAD,Atherton,,,,,000-000-000,
98,BROADACRES ROAD,Atherton,,,,,000-000-000,
2316,Park Avenue,Santa Clara,Santa Clara,,,,,
16451,Wood Acres Road,Los Gatos,,,,,,
,,,,,,,,
4774,THURBER LANE,Santa Cruz,,,,,000-000-000,
7215,SOQUEL DRIVE,,Santa Cruz,,,,000-000-000,
6621,Graham Hill Road,Felton,,,,,,
17721,FOSTER ROAD,Los Gatos,,,,,000-000-000,
,,,,,,,,
759,TEMESCAL WAY,,SAN MATEO,,,,000-000-000,
759,TEMESCAL WAY,,SAN MATEO,,,,000-000-000,
21461,SARATOGA HILLS ROAD,Saratoga,,,,,000-000-000,
801,Clintonia Ave,San Jose,Santa Clara,,,,,
17,OAK VALLEY,San Mateo,,,,,000-000-000,
755,LAS OLAS DRIVE,Aptos,,,,,000-000-000,
7,Heritage Road,La Honda,,,,,,
190,ISBELL DRIVE,Santa Cruz,,,,,000-000-000,
610,Pullman Road,Hillsborough,,,,,,
20,WHY WORRY LANE,Woodside,,,,,000-000-000,
1832,Alice Street,Santa Cruz,,,,,,
4165,Norton Avenue,Oakland,Alameda,,,,,
,,,,,,,,
262,Elk Street,Santa Cruz,,,,,,
,Nighway 1,Pacifica,,,,,,
,ALPINE ROAD,Portola Valley,,,,,000-000-000,
,ALPINE ROAD,Portola Valley,,,,,000-000-000,
,ALPINE ROAD,Portola Valley,,,,,000-000-000,
5010,ALPINE ROAD,Portola Valley,,,,,000-000-000,
,,,,,,,,
88,Prospect Ave,Los Gatos,,,,,,
80,VISTA VERDE WAY,Portola Valley,,,,,000-000-000,
80,VISTA VERDE WAY,Portola Valley,,,,,000-000-000,
80,VISTA VERDE WAY,Portola Valley,,,,,000-000-000,
Lot 3,Kate Drive,Los Altos Hills,,,,,,
945,MacDuff Court,San Jose,,,,,,
3885,Page Mill Road,Palo Alto,,,,,,
979,Ketch Place,San Jose,,,,,,
,,,,,,,000-000-000,
515,LAKE BOULEVARD,Redwood City,,,,,000-000-000,
514,ROCKY WAY,Woodside,,,,,000-000-000,
514,ROCKY WAY,Woodside,,,,,000-000-000,
1773,HAVANA STREET,Seaside,,,,,000-000-000,
15,CARIBOU COURT,Monterey,,,,,000-000-000,
112,MADELINE DRIVE,Aptos,,,,,000-000-000,
,,,,,,,,
14550,DEER PARK COURT,Los Gatos,,,,,000-000-000,
14550,DEER PARK COURT,Los Gatos,,,,,000-000-000,
14550,DEER PARK COURT,Los Gatos,SANTA CLARA,,,,000-000-000,
3887,SUNCREST AVENUE,San Jose,,,,,000-000-000,
10284,CRESTON DRIVE,Cupertino,,,,,000-000-000,
24001,STEVENS CREEK BOULEVARD,Cupertino,,,,,000-000-000,
24001,STEVENS CREEK BOULEVARD,Cupertino,,,,,000-000-000,
24001,STEVENS CREEK BOULEVARD,Cupertino,,,,,000-000-000,
511,STOCKTON STREET,Salinas,,,,,000-000-000,
1983,DOWNING COURT,Santa Clara,,,,,000-000-000,
100,CENTRAL COURT,Los Gatos,,,,,000-000-000,
100,CENTRAL COURT,Los Gatos,,,,,000-000-000,
20545,MCKEAN ROAD,,SANTA CLARA,,,,000-000-000,
235,HEACOX ROAD,,SAN MATEO,,,,000-000-000,
10679,SANTA LUCIA ROAD,Cupertino,,,,,000-000-000,
12943,PIERCE ROAD,Saratoga,,,,,000-000-000,
747,BOULDER DRIVE,San Jose,,,,,000-000-000,
,HIGHWAY 17,,Santa Cruz,,,,093-421-017,
291,DUCK COURT,Foster City,,,,,000-000-000,
205,CHATEAU DRIVE,Aromas,,,,,000-000-000,
2201,VALENCIA ROAD,Aptos,,,,,000-000-000,
26541,PURISIMA ROAD,Los Altos Hills,,,,,000-000-000,
26541,PURISIMA ROAD,Los Altos Hills,,,,,000-000-000,
26541,PURISIMA ROAD,Los Altos Hills,,,,,000-000-000,
2,PARROTT PLACE,Danville,,,,,000-000-000,
,,,,,,,,
23830,Putter Way,,Santa Clara,,,,000-000-000,
255,HARDWICK ROAD,Woodside,,,,,000-000-000,
81,S. Fourth Street,Campbell,,,,,000-000-000,
2455,FLINT AVENUE,San Jose,SANTA CLARA,,,,000-000-000,
991,MAZZONE DRIVE,San Jose,SANTA CLARA,,,pg 87  E-6,000-000-000,
23284,MORA HEIGHTS WAY,Los Altos Hills,SAN MATEO,,,,000-000-000,
186,CORTE MADERA ROAD,Portola Valley,,,,,000-000-000,
7084,WOODED LAKE DRIVE,San Jose,,,,,000-000-000,
,,,,,,,,
19190,OVERLOOK ROAD,Los Gatos,SANTA CLARA,,,,000-000-000,
,,,,,,,,
19190,Overlook Rd,,Santa Clara,,,,,
75,LAS CASAS ROAD,San Rafael,,,,,000-000-000,
37,,Vallejo,,,,,000-000-000,
,,Marin,Marin,,,,000-000-000,
32,SAN JUAN COURT,Los Altos,,,,,000-000-000,
25601,CHAPIN ROAD,Los Altos Hills,,,,,000-000-000,
,,Carmel Valley,,,,,000-000-000,
1748,TRUDEAN WAY,San Jose,,,,,000-000-000,
22111,OAK FLAT ROAD,Santa Cruz,Santa Cruz,,,,000-000-000,
,,,,,,,000-000-000,
22111,Oak Flat Road,Santa Cruz,,,,,,
,RECREATION DRIVE,,SAN MATEO,,,,000-000-000,
3180,CALZAR DRIVE,San Jose,,,,,000-000-000,
27089,Toffee Road,Los Altos Hills,,,,,,
700,Patrick Road,Woodside,,,,,,
510,Manzanita Way,Woodside,,,,,000-000-000,
510,MANZANITA WAY,Woodside,,,,,000-000-000,
112,Longview Drive,Daly City,,,,,000-000-000,
112,LONGVIEW DRIVE,Daly City,,,,,000-000-000,
461,SCENIC DRIVE,La Honda,,,,,000-000-000,
461,SCENIC DRIVE,La Honda,,,,,000-000-000,
3301,Paul Suite Road,Santa Cruz,Santa Cruz,,,,,
3534,AMBRA WAY,San Jose,,,,,000-000-000,
,Escondido Drive,La Honda,,,,,000-000-000,
,Clayton Road,Unincorporated,Santa Clara,,,,612-038-028,
247,Bonita,Unincorporated,San Mateo,,,,,
247,BONITA,,SAN MATEO,,,,000-000-000,
172,Otis Avenue,Woodside,,,,,,
,LOVE CREEK ROAD,,Santa Cruz,,,,009-013-106,
,LOVE CREEK ROAD,,Santa Cruz,,,,090-131-006,
410,FRITCH CREEK ROAD,,Santa Cruz,,,,090-131-006,
4005,HIGUERA ROAD,San Jose,,,,,000-000-000,
,GATE WAY,Santa Rosa,,,,,000-000-000,
27400,Elena Road,Los Altos Hills,,,,,000-000-000,
27400,Elena Road,Los Altos Hills,Santa Clara,,,,000-000-000,
175,WOODED VIEW DRIVE,Los Gatos,,,,,000-000-000,
3529,MISSION DRIVE,Santa Cruz,,,,,000-000-000,
14012,PALOMINO WAY,Saratoga,,,,,000-000-000,
323,BLAKEWOOD WAY,,SAN MATEO,,,,000-000-000,
385,PORTOFINO DRIVE,San Carlos,,,,,000-000-000,
,BEARDSLEY ROAD,,SANTA CLARA,,,,000-000-000,
,SANBORN ROAD,,SANTA CLARA,,,,517-033-013,
2448,PARK ROAD,,San Mateo,,,,000-000-000,
48468,AVALON HEIGHTS TERRACE,Fremont,,,,,000-000-000,
48468,AVALON HEIGHTS TERRACE,Fremont,,,,,000-000-000,
48468,AVALON HEIGHTS TERRACE,Fremont,,,,,000-000-000,
48468,AVALON HEIGHTS TERRACE,Fremont,,,,,000-000-000,
48468,Avalon Heights,Fremont,CA,,,,,
48468,Avalon Hts. Terrace,Fremont,Alameda,,,,,
48468,Avalon Heights Terrace,Fremont,,,,,,
22631,MOUNT EDEN ROAD,Saratoga,,,,,000-000-000,
48468,Avalon Heights Terrace,Fremont,,,,,,
22855,ASPEN DRIVE,,SANTA CLARA,,,,000-000-000,
22855,ASPEN DRIVE,,SANTA CLARA,,,,000-000-000,
,,,,,,,,
,,,,,,,,
5871,Dry Oak Drive,San Jose,Santa Clara,,,,,
230,Scenic Drive,La Honda,,,,,,
25265,Terrace Road,Unincorporated,Santa Cruz,,,,,
657,Oakpark Way,Unincorporated,San Mateo,,,,,
2922,Barkley Avenue,Santa Clara,Santa Clara,,,,,
15950,Blackberry Hill Road,Los Gatos,Santa Clara,,,,,
725,Mockingbird Ridge Road,Los Gatos,Santa Clara,,,,,
905,S. Bascom Avenue,San Jose,Santa Clara,,,,,
101,Highland Oaks Drive,Los Gatos,Santa Clara,,,,,
1050,Rebecca Drive,Boulder Creek,,,,,,
25,VERBA LEE LANE,Hillsborough,,,,,000-000-000,
1550,Portola Road,Woodside,,,,,,
3391,Cowper Street,Palo Alto,,,,,,
191,SCENIC DRIVE,La Honda,,,,,000-000-000,
191,SCENIC DRIVE,La Honda,,,,,000-000-000,
191,SCENIC DRIVE,La Honda,,,,,000-000-000,
10670,Cordova Road,Cupertino,Santa Clara,,,,,
10670,Cordova Road,Cupertino,Santa Clara,,,,,
4368,Kingspark Drive,San Jose,Santa Clara,,,,,
4030,Soelro Court,San Jose,Santa Clara,,,,,
560,FORBES BOULEVARD,South San Francisco,,,,,000-000-000,
2630,BEAR GULCH ROAD,,SAN MATEO,,,,000-000-000,
333,CREST DRIVE,San Jose,,,,,000-000-000,
,LOST VIEW ROAD,,SANTA CLARA,,,,000-000-000,
,LOST VIEW ROAD,,SANTA CLARA,,,,000-000-000,
21888,VILLA OAKS,Saratoga,,,,,000-000-000,
19475,BLACK ROAD,Los Gatos,,,,,000-000-000,
,STEVENS CANYON ROAD,Cupertino,,,,,000-000-000,
11250,Chula Vista Drive,San Jose,,,,,000-000-000,
,LAUREL GLEN ROAD,,Santa Cruz,,,,103-011-017,
6500,PASEO PADRE PARKWAY,Fremont,,,,,000-000-000,
130,LA CAÑADA WAY,,Santa Cruz,,,,000-000-000,
15455,SHANNON ROAD,Los Gatos,,,,,000-000-000,
15455,SHANNON ROAD,Los Gatos,,,,,000-000-000,
18350,KINGS CREEK ROAD,,Santa Cruz,,,,000-000-000,
18350,Kings Creek Road,,Santa Cruz,,,,,
20904,COMANCHE TRAIL,,SANTA CLARA,,,,000-000-000,
1035,CHULA VISTA AVENUE,Burlingame,,,,,000-000-000,
7,SOELRO COURT,,SANTA CLARA,,,,000-000-000,
380,HEARTWOOD HILL,Boulder Creek,,,,,000-000-000,
2434,JACKSON STREET,San Francisco,,,,,000-000-000,
33,UPPER BIG TREE ROAD,Woodside,,,,,000-000-000,
220,WARE ROAD,Woodside,,,,,000-000-000,
412,UPLAND ROAD,,SAN MATEO,,,,000-000-000,
412,UPLAND ROAD,,SAN MATEO,,,,000-000-000,
1567,UNION AVENUE,Redwood City,San Mateo,,,,000-000-000,
